Input,INTENT
I was told it was tomorrow,cnfm appt
Just checking,cnfm appt
The time of the appointment,cnfm appt
Yes good I just wanted to confirm the custom list the phone calls thank you,cnfm appt
You're sending the gotta work on my Internet threateningly last time he was here,cnfm appt
Orders wondering if I could change because I'm still not feeling good,cnfm appt
You tell me menu,cnfm appt
Service call,cnfm appt
Time of appointment,cnfm appt
That's all I needed to know,cnfm appt
Nothing thank you I just wanted to make sure it's okay or none,cnfm appt
Verify appointment,cnfm appt
This is dictation call me,cnfm appt
The check that's servicing my house,cnfm appt
The time of my appointment,cnfm appt
Time of the appointment,cnfm appt
I don't need to be I'm expecting these people I don't need for you to tell me or do anything else further thank you so much,cnfm appt
That's all I need to know and I thank you,cnfm appt
I was just wanting to know what they still coming,cnfm appt
I want to know about my appointment,cnfm appt
No ma'am just have them come tomorrow,cnfm appt
Yes it is good to go I was checking appointment,cnfm appt
Hold it it was supposed to be today,cnfm appt
Where's my technician,cnfm appt
Technician missed the window,cnfm appt
My technician was supposed to be here an hour ago and they're not here yet,cnfm appt
The window is over and the technician is not here yet,cnfm appt
Just checking goodbye,cnfm appt
Date,cnfm appt
Thank you so I wonder that's all I wanted to know,cnfm appt
Thanks confirmation,cnfm appt
I'm just trying to see what time they coming out because nobody call me to confirm my appointment yes,cnfm appt
Verify,cnfm appt
What time is the appointment,cnfm appt
Service call,cnfm appt
I just time,cnfm appt
Even have one,cnfm appt
I was just checking that time so he'll be here between 10 and 11,cnfm appt
This is supposed to be here at ten,cnfm appt
I just wanted to confirm it,cnfm appt
Appointment time,cnfm appt
Tech,cnfm appt
I just wanted to know whether you call me,cnfm appt
That's okay I'll wait till ten o'clock,cnfm appt
Just wanna make sure you have the right address,cnfm appt
I don't know what it is what is it give me a dog my parents I don't know what it is,cnfm appt
Just confirming that is correct,cnfm appt
Detail,cnfm appt
So it's supposed to be 8 to 9,cnfm appt
I wanted to know the detail,cnfm appt
Technician,cnfm appt
Confirming appointment,cnfm appt
Text confirmation,cnfm appt
Just checking technician is coming today,cnfm appt
An issue with my appointment the technician left,cnfm appt
Confirming,cnfm appt
I want to verify you have the right address,cnfm appt
About lost my tech appointment,cnfm appt
I want to check to make sure I gave you have the correct address,cnfm appt
I want to confirm it,cnfm appt
Just calling to make sure you comment,cnfm appt
Where is technician,cnfm appt
Technician put somebody on the line,cnfm appt
Just let the fellows know the technician know that it might be that he might need a new remote control,cnfm appt
I just wanted to let the gentleman Jameses name was,cnfm appt
Hey just confirming,cnfm appt
Hey Jeff Moore just checking had to go in,cnfm appt
Yes get me a technician,cnfm appt
Could you tell me the time of the appointment again,cnfm appt
Okay I need someone to come get this to work off,cnfm appt
Lesson somebody call me,cnfm appt
Yes technician drove off without reading without coming to the front door,cnfm appt
Confirmation,cnfm appt
Appointment time,cnfm appt
I will be right here waiting for them,cnfm appt
Appointment time,cnfm appt
Hello Jessica's been confirmed thank you,cnfm appt
Just wanted to confirm it confirmed,cnfm appt
I want to know why they're coming at ten live person,cnfm appt
Confirm my appointment,cnfm appt
No that's fine I just wanted to know okay thank you,cnfm appt
No show no technician,cnfm appt
I wanted to check to see what the complaint was,cnfm appt
Yes that's confirmed thank you,cnfm appt
Technician,cnfm appt
That's confining confirm it,cnfm appt
I want to verify the appointment is going to be held today between three and four,cnfm appt
I don't know it don't have one,cnfm appt
I'm just calling to confirm so he can come on out,cnfm appt
I want to keep that appointment yes,cnfm appt
I want to keep my appointment Warnick,cnfm appt
I want my appointments I want to keep my appointment,cnfm appt
Technician phone number,cnfm appt
Dispatch call,cnfm appt
Well respective call me I guess to remind me about the appointment but,cnfm appt
Is the technician here,cnfm appt
No I just want to know if they're gonna keep us,cnfm appt
Just making sure the man is coming,cnfm appt
I don't know the security code I need a long time I don't know it,cnfm appt
Nothing I just want to confirm,cnfm appt
Just to make sure he still had appointment,cnfm appt
I'm calling because you keep calling on my cell phone I want him to call me on my home phone,cnfm appt
I want a technician to call me on my home phone not my cell,cnfm appt
Appointment time,cnfm appt
Thank you no scheduled appointment thank you,cnfm appt
What is the date,cnfm appt
Time,cnfm appt
That's all I need to know,cnfm appt
Verify dental,cnfm appt
Thank you that's what I wanted to know thank you,cnfm appt
I just want to make sure you still coming,cnfm appt
I just wanted to make sure it was for tomorrow,cnfm appt
Oh I I just wanted to make sure it was for tomorrow,cnfm appt
Appointment is fine I just got a reminder of the wrong appointment,cnfm appt
Because I could just got a confirmation of the wrong appointment,cnfm appt
He has not shown up,cnfm appt
Well they've already called me and I couldn't get to the phone on time have them call me on my landline,cnfm appt
I will call me back,cnfm appt
Do you have a link so I can find out where the tech mission hills is not here yet,cnfm appt
Yes send the link again because the technician is not here yet sneering six o'clock,cnfm appt
They were supposed to call me today with an appointment sooner than Friday,cnfm appt
Confirming,cnfm appt
Call technician,cnfm appt
Call technician,cnfm appt
Confirmed,cnfm appt
Tell me,cnfm appt
No thank you very much have a nice day,cnfm appt
Confirming appointment,cnfm appt
That's fine just wanted to confirm,cnfm appt
O P one of the technicians that,cnfm appt
No technician has a lot,cnfm appt
No one has com,cnfm appt
I just was checking on the status,cnfm appt
Technician didn't come,cnfm appt
I need tech,cnfm appt
See if he's going to be on time,cnfm appt
You called me I'm calling you back bye,cnfm appt
Time,cnfm appt
You called me so I'm calling back,cnfm appt
Someone called my number someone called my phone,cnfm appt
Oh god dammit I want to know when the technician is going to show up,cnfm appt
I want to make sure the technician shows up,cnfm appt
I want to make sure all tech missions going to show up,cnfm appt
I already told me it was supposed to be today,cnfm appt
What was supposed to be today,cnfm appt
I don't know I don't know what Fromer TV dollar thing,cnfm appt
Confirm,cnfm appt
I was just wondering if she was gonna be here any specific time,cnfm appt
Update,cnfm appt
Thank you thank you very much I was just confirming,cnfm appt
My quarter call call home phone,cnfm appt
Technician not here,cnfm appt
No call him call technician,cnfm appt
Call technician,cnfm appt
Checkmate technician appears to be lost,cnfm appt
Okay because they tried to call me and I couldn't and I lost up,cnfm appt
Just wanted to know the time,cnfm appt
It's not confirm,cnfm appt
It's not with the appointment I have no television reception now,cnfm appt
That's fine I just want to know if you coming,cnfm appt
Technician will come today,cnfm appt
Technician will be coming today,cnfm appt
No I'm okay I'm okay it's concerning yes I just confirmed confirm the appointment that's it,cnfm appt
To confirm my appointment,cnfm appt
What is the time of the appointment,cnfm appt
I was calling to confirm the appointment,cnfm appt
Okay just verifying,cnfm appt
I just wondered if they were coming or not,cnfm appt
Just wanted confirmation,cnfm appt
What time is the appointment with time you'll be here,cnfm appt
I need to know when he will be here,cnfm appt
It's after six I want to know what he's coming,cnfm appt
All I want to know is am I getting the Internet on my TV,cnfm appt
Can you can you tell me if I'm on the Internet or not,cnfm appt
The appointment time is wrong,cnfm appt
The technician said that they were going to try to accelerate the appointment make it sooner,cnfm appt
The appointment time is wrong on,cnfm appt
Well I'm calling regarding the appointment tomorrow,cnfm appt
Have them call or text upon arrival,cnfm appt
I'm confirming the appointment for tomorrow,cnfm appt
Confirm,cnfm appt
Appointment time,cnfm appt
You know they're coming tomorrow,cnfm appt
I was just wondering what time he was gonna get here,cnfm appt
I need to know when he's gonna be here,cnfm appt
Status,cnfm appt
That's correct I'm calling midnight America,cnfm appt
Just make sure that Gauger,cnfm appt
Details,cnfm appt
I'm just making sure they're gonna be here,cnfm appt
Tell me what's happening Friday,cnfm appt
Wait for technician,cnfm appt
Kendall technician phone number,cnfm appt
When will the technician arrive,cnfm appt
Please confirm my appointment,cnfm appt
Where is my technician,cnfm appt
Where's my technician,cnfm appt
Timing,cnfm appt
Call good see you tomorrow,cnfm appt
No they have become sooner,cnfm appt
No well I'm just waiting for Luzius before I've already,cnfm appt
This is still scheduled to come,cnfm appt
Someone,cnfm appt
That's what I wanted to know thank you,cnfm appt
No thank you have a good day,cnfm appt
Just making sure they're gonna be here,cnfm appt
Send technician is here he is not,cnfm appt
Technician arrives he is not here,cnfm appt
I confirm I request that appointment,cnfm appt
I am looking to an appointment as soon as possible,cnfm appt
Just making sure he's coming,cnfm appt
Haven't heard from technician,cnfm appt
Good thank you I'm waiting okay thank you,cnfm appt
I was calling to see is he coming today,cnfm appt
Technician please,cnfm appt
Technician is not there,cnfm appt
I had a technician here but he left,cnfm appt
Tell me time,cnfm appt
Just calling to confirm,cnfm appt
Confirm appointment,cnfm appt
Hello Richmont technician,cnfm appt
Two seven seven one four two eight oh three I don't know which one it is,cnfm appt
Please check and see if you still on the way it's about four thirty,cnfm appt
Is the technician still coming,cnfm appt
I'm just confirming,cnfm appt
Can you confirm my appointment,cnfm appt
I can confirm that I,cnfm appt
No no no later later appointment customer service representative please,cnfm appt
It was supposed to be today,cnfm appt
Existing appointment,cnfm appt
The TV rebooted after I made the appointment,cnfm appt
Okay thank you very much that's all I needed to know,cnfm appt
Today have the right address,cnfm appt
Have you rebooted my system,cnfm appt
Just wanted to confirm,cnfm appt
Confirming,cnfm appt
What time,cnfm appt
Confirm it,cnfm appt
Do I need to confirm it,cnfm appt
No just let tech know they left a message for me I was unable to answer the phone,cnfm appt
Mike technician is not here,cnfm appt
Registered tech arrives,cnfm appt
Confirmed,cnfm appt
Tell me on a phone with customer service,cnfm appt
I I just received a call and I'm calling back,cnfm appt
That's what I want to know what time you'll be here thank you goodbye,cnfm appt
I just wanted to make sure that you didn't mean that person is coming,cnfm appt
Okay what is your day,cnfm appt
The time itself I'm sure that,cnfm appt
I'm talking about the appointment tomorrow,cnfm appt
Confirm arrival time,cnfm appt
What time will my technician be here,cnfm appt
He's on his way so that's what I wanted to know thank you,cnfm appt
I just wanted to be sure he knew I was here,cnfm appt
Technician,cnfm appt
I need to confirm the address,cnfm appt
I was wondering if somebody can come tonight to do a Zelle appointment instead of tomorrow,cnfm appt
Notification of what time exactly,cnfm appt
Appointment time,cnfm appt
Just making sure they're coming,cnfm appt
I don't remember I don't know the security code,cnfm appt
I has to know that they're on their way,cnfm appt
I can confirm,cnfm appt
When is the appointment,cnfm appt
I just wanna make sure he's on the way calling,cnfm appt
To check on my appointment,cnfm appt
Can you check the technician,cnfm appt
Call technician,cnfm appt
I'm just confirming my appointment,cnfm appt
I'm confirming that,cnfm appt
I need to confirm what the appointment is about about turning on my TV I have some questions,cnfm appt
Confirming,cnfm appt
We haven't heard from the technician can we see where is that,cnfm appt
No it's okay it's confirmed,cnfm appt
Yes technician is not here yet,cnfm appt
No that's all I need to know,cnfm appt
Why do I have an appointment,cnfm appt
Service call,cnfm appt
Confirm appointment,cnfm appt
I'm calling because I'm eighty four years old you were suppose to had somebody out here on my phone and it's only communication I had with the outside world,cnfm appt
I want to know how much to pay,cnfm appt
Just let them know that I am here waiting for him,cnfm appt
No longer need technician,cnfm appt
They going to call me when they're when they come,cnfm appt
Just want to know the ETA on a technician,cnfm appt
It's supposed to be today,cnfm appt
Verify appointment,cnfm appt
Can you tell me ETA,cnfm appt
Service technician,cnfm appt
Service technician,cnfm appt
Why haven't they received my call,cnfm appt
No technician is here,cnfm appt
This service call,cnfm appt
Confirm time,cnfm appt
Confirmation,cnfm appt
I need to confirm the address,cnfm appt
Confirming,cnfm appt
I wanted to see what address was going dollar appointment,cnfm appt
Would like to know the details of the work order,cnfm appt
Someone called to confirm it so I'm calling back that yes that is correct,cnfm appt
It's confirmed,cnfm appt
How soon don't know it behind you send mom had major surgery done I will be here,cnfm appt
Technician has not arrived for appointment,cnfm appt
Just confirming they're going to be here,cnfm appt
The check has not arrived I need to speak to somebody,cnfm appt
I need to know why the when are they coming,cnfm appt
When are they coming in,cnfm appt
When are they gonna come in,cnfm appt
No I just need to know if they commit with a comment or not,cnfm appt
Just want to confirm is between one and two,cnfm appt
No I just want to know what time,cnfm appt
I want to confirm my appointment,cnfm appt
Want to confirm,cnfm appt
Okay I wanted to verify that he's coming,cnfm appt
Do you have any openings for today,cnfm appt
The technician is not here yet,cnfm appt
I want to confirm that it went through,cnfm appt
I don't know the phone I was trying to group over the call this number,cnfm appt
Just making sure it is coming from,cnfm appt
Technician was supposed to call,cnfm appt
Why do I have an appointment,cnfm appt
Nothing else just confirming the appointment,cnfm appt
Yes okay I want to tell you I live in Pinecrest,cnfm appt
I don't have it with me right now but they haven't showed up yet I'm getting very upset over this,cnfm appt
Nobody's been to my home after the appointment time,cnfm appt
Call from technician,cnfm appt
Mister call 5 to 2 technician,cnfm appt
Appointment time,cnfm appt
That's correct good,cnfm appt
I just wanted to confirm,cnfm appt
I just wanted to confirm yes you are coming out here,cnfm appt
Well thank you call me this morning alcalde,cnfm appt
To confirm the appointment,cnfm appt
Good I'm just calling to confirm and can I talk to a human being please,cnfm appt
Will the technician was it seems to be lost,cnfm appt
Tell me account come from 3 and 4,cnfm appt
Let me know maybe coming from inflating imports,cnfm appt
Hey I have appointment today my name is carver and phone call,cnfm appt
I want to make sure he's coming calling my noise 4 and 10,cnfm appt
Confirm appointment,cnfm appt
About this appointment,cnfm appt
The technician,cnfm appt
I just want to know if youse use,cnfm appt
Oh okay okay I know,cnfm appt
Correct telephone number,cnfm appt
Have him call me have the technician call me when he arrives outside,cnfm appt
Please let me know if you call me before you get here when he gets here not work,cnfm appt
Notify technician,cnfm appt
Confirmed confirm appointment,cnfm appt
That's all I need to know,cnfm appt
Yes I confirmed okay thank you bye-bye,cnfm appt
I confirmed with him okay,cnfm appt
Confirm,cnfm appt
I confirmed,cnfm appt
Okay yeah I grouping appointment,cnfm appt
Yeah someone called here but I wasn't able to answer because I was taking a shower,cnfm appt
That's all I wanted to know confirmation,cnfm appt
Confirm,cnfm appt
It's confirmed yes,cnfm appt
Status update,cnfm appt
Call back from the check technician,cnfm appt
Does he know where I live,cnfm appt
Please confirm,cnfm appt
Yes I just wanna know what time,cnfm appt
I'm only going to have one TV installed instead of two that were planned,cnfm appt
Where is my technician,cnfm appt
Confirm,cnfm appt
Okay I will call you,cnfm appt
Track technician,cnfm appt
Status of the appointment,cnfm appt
About the appointment,cnfm appt
Are you okay the technician is already here,cnfm appt
Verify,cnfm appt
I think my technician is up to the wrong address,cnfm appt
Just confirming my appointment,cnfm appt
I'm calling because I called earlier,cnfm appt
Someone called us this morning already,cnfm appt
I got a call just a few minutes ago on one of my other telephone lines,cnfm appt
I'm waiting for the walnut water,cnfm appt
Confirming appointment,cnfm appt
Do you have anything for today,cnfm appt
Do you have appointment for today,cnfm appt
What time is it,cnfm appt
No I just needed to know the time thank you,cnfm appt
Confirm an appointment,cnfm appt
Confirm appointment,cnfm appt
Just confirming,cnfm appt
Just making sure happenings,cnfm appt
Service technician,cnfm appt
Service tech,cnfm appt
Confirm it,cnfm appt
Confirm it,cnfm appt
Technician has already been here and I need to set-up a telephone to work,cnfm appt
Confirm,cnfm appt
What time is it scheduled,cnfm appt
I just want to confirm it,cnfm appt
Do I still have the appointment,cnfm appt
Information for technician on service call,cnfm appt
Please help me service technician ring doorbell,cnfm appt
Just compartments I want to downlink to confirm that I want the appointment,cnfm appt
Nothing just calling to confirm,cnfm appt
Just confirming it thank you,cnfm appt
I won't call so I don't know anymore everything is alright bye,cnfm appt
I need to know if they're coming,cnfm appt
I just want to make sure they're still coming,cnfm appt
The appointment was supposed to be,cnfm appt
I want to confirm my appointment yes,cnfm appt
Just verify appointment is still good,cnfm appt
To confirm my appointment,cnfm appt
I'm just checking on the status,cnfm appt
I want to confirm my appointment to speak to a,cnfm appt
I want to confirm my appointment,cnfm appt
Hi I confirm that yes I want to keep the appointment,cnfm appt
Just checking to see if it's still on talk,cnfm appt
Yes I want to keep the appointment,cnfm appt
I'm looking for the technician,cnfm appt
Yes baby I'll tell you a call,cnfm appt
No thank you have a good Christmas,cnfm appt
They called me and I don't know if they're here,cnfm appt
That's all I wanted to know thank you,cnfm appt
I need to know why it was set-up,cnfm appt
What time is it,cnfm appt
Service call service call,cnfm appt
No have a good day,cnfm appt
Appointment time,cnfm appt
You called me,cnfm appt
Track technician,cnfm appt
Just checking time of arrival,cnfm appt
No I'm just confirming appointment but it is it is it is it a topic for today was following up,cnfm appt
You called me,cnfm appt
You have the wrong appointment,cnfm appt
Confirming it,cnfm appt
Someone about,cnfm appt
Confirm it,cnfm appt
May I call you,cnfm appt
Just confirming,cnfm appt
I just received a call I need to confirm my call,cnfm appt
Y'all called me,cnfm appt
I just received a call about Mister Young,cnfm appt
You didn't help me somebody called me,cnfm appt
Technician problem,cnfm appt
Technician problems,cnfm appt
I'm not sure which appointment,cnfm appt
Confirm appointment,cnfm appt
I just wanted to confirm,cnfm appt
No I'm not I'm not waiting until then,cnfm appt
You you help me with my appointment changed my appointment I'll say goodbye,cnfm appt
I'd like to confirm my appointment on Saturday between ten and eleven,cnfm appt
Technician,cnfm appt
My routing stays red all the time that means I will not have TV until Friday,cnfm appt
Confirm my appointment,cnfm appt
Dates that I didn't know when it was,cnfm appt
No it's okay I just wasn't sure about the time,cnfm appt
Tell me a company who are you,cnfm appt
Customer is a technician please,cnfm appt
Buy me a call,cnfm appt
I just want to know what time is gonna be,cnfm appt
Appointment time,cnfm appt
Just make sure they may get here,cnfm appt
Just make sure that they come to put the box,cnfm appt
When is my appointment again,cnfm appt
I'm waiting,cnfm appt
Is my appointment confirmed,cnfm appt
What time is my appointment,cnfm appt
What time is my appointment,cnfm appt
Connect me with a technician,cnfm appt
Connect me with a technician,cnfm appt
Appointment confirmation,cnfm appt
Technician,cnfm appt
Okay it's going to be here that's what I want to know I want to make sure they're coming,cnfm appt
I just wanted to know if he still coming,cnfm appt
The technician call me back,cnfm appt
Tech,cnfm appt
Why is a technician coming in six minutes,cnfm appt
Why is a technician coming,cnfm appt
Tell me about the appointment,cnfm appt
The check already left,cnfm appt
I was just wanted to make sure I wanted yes I want to keep my appointment,cnfm appt
To confirm my appointment,cnfm appt
Please confirm appointment,cnfm appt
I wanted to confirm it,cnfm appt
That's that's fine then I just wanted to make sure they were coming still,cnfm appt
Talk to dispatch,cnfm appt
I don't know what mammo two three five five at the same thing before I don't know,cnfm appt
My technician supposed to be here at six,cnfm appt
My appointment was supposed to be at six,cnfm appt
I need a technician,cnfm appt
I'm just wondering what when it is and what time etc.,cnfm appt
I just I just wanted to check to make sure it was,cnfm appt
No technician comp after eight,cnfm appt
I don't want them to come because I got the TV isn't working now,cnfm appt
Someone just called me about five minutes ago,cnfm appt
Appointment confirmed,cnfm appt
Confirmation,cnfm appt
You just called me,cnfm appt
Technician is not here,cnfm appt
You haven't helped me with anything,cnfm appt
I was just wondering if they were on their way,cnfm appt
Technician is not here yet,cnfm appt
Confirm it,cnfm appt
Technician show up,cnfm appt
He is here but has not knocked on the door,cnfm appt
He may be here but he hasn't come in,cnfm appt
Not for correctly please CheckPlease Louis Louis gave me a appointment for ten o'clock tomorrow between ten and eleven,cnfm appt
It was supposed to be today,cnfm appt
I'm calling because I have an appointment tomorrow at ten o'clock to eleven and that's the one I want none for cracker won't be here because I have a doctors appointment,cnfm appt
No just that I don't know how to do an extra phone I want to load up and I want to make sure I hear your money goes to the back door,cnfm appt
I need to ten ten o'clock in the morning to eleven o'clock 10 to 11 appointment tomorrow not forgot it will be here,cnfm appt
No I need to 10 to 11 appointment tomorrow,cnfm appt
10 to 11 appointment I Deatherage Louis told me it was 10 to 11 in the morning,cnfm appt
About the appointment,cnfm appt
No I want the appointment at ten o'clock 10 to 11 as originally planned,cnfm appt
I just want to confirm that is gonna be here,cnfm appt
I don't want an appointment I want to 10 to 11 appointment which I originally had,cnfm appt
I want the appointment at ten o'clock to eleven o'clock days already confirmed,cnfm appt
What did I want to I want to palm of her 10 to 11 I won't be here at four o'clock have a doctors appointment,cnfm appt
As long as that's concerned I'm trying to confirm my appointment,cnfm appt
I don't want four p.m. to five p.m. I won't be here I have a doctors appointment I want 10 to 11 originally,cnfm appt
Status,cnfm appt
I was supposed to receive a phone call before coming,cnfm appt
Someone tried to call me twice my phone was on do not disturb me back somatically,cnfm appt
Tech is driving in the opposite direction,cnfm appt
Issue with technician,cnfm appt
I want to make sure that the technician is coming,cnfm appt
Date of appointment,cnfm appt
Eight oh eight don't know I don't know it speculum I don't know nine one one maybe nine one one one,cnfm appt
I need to know,cnfm appt
Is the appointment still,cnfm appt
Well that's not what I'm calling about,cnfm appt
Uh-huh I'm home just waiting for him,cnfm appt
Confirm appointment,cnfm appt
Confirm appointment,cnfm appt
Confirm,cnfm appt
I want to confirm my appointment,cnfm appt
Speak with dispatch,cnfm appt
Status,cnfm appt
Just confirm it,cnfm appt
Just want to verify the appointment,cnfm appt
I want to make sure he's coming today because no one has shown up yet,cnfm appt
I'm calling because that's wrong technician is not here,cnfm appt
That's all I just wanted to know,cnfm appt
Tell me so I can write it,cnfm appt
Regarding the check appointment,cnfm appt
What happened be between two and three p.m.,cnfm appt
Just wanna make sure you heard about six,cnfm appt
Yes that's it that's all I needed to know,cnfm appt
I'm calling to make sure that the appointment is not late,cnfm appt
I wanna make sure that appointment shows that technician needs to show up to have it okay I'm not showing up,cnfm appt
Yes I would like to talk to the appointment office,cnfm appt
None of me I just want to make sure they show up okay,cnfm appt
Can I have the technician call me,cnfm appt
Hello okay I'll be waiting for that appointment between one and two tomorrow thank you,cnfm appt
Where is the add or the technician at five o'clock or yeah yeah yeah,cnfm appt
Connect me to someone you are ready have aggravated my energy,cnfm appt
Check on technician,cnfm appt
I don't know because it's all on paperless now and I got my phone here that I don't know,cnfm appt
Well it supposed to be between six and seven,cnfm appt
No it's okay I just want to make sure,cnfm appt
Okay no I just wanna make sure confirm,cnfm appt
When is the appointment,cnfm appt
No they they were calling me I would call,cnfm appt
Hello nothing Billerica I'm calling falling highly rewarding barge in,cnfm appt
Issue with technician,cnfm appt
Confirm confirm confirm,cnfm appt
It's almost five o'clock in the technician still hasn't been here,cnfm appt
Where is the technician,cnfm appt
Verifying the appointment,cnfm appt
I don't have one I've never called you before,cnfm appt
Status update,cnfm appt
Confirm appointment,cnfm appt
I want the appointment,cnfm appt
I was just checking I haven't heard anything so,cnfm appt
The TV has started to work,cnfm appt
Just confirming,cnfm appt
Well well I want to know if a problem,cnfm appt
Hi I just want to make sure they're going to show up,cnfm appt
I just wanted to know the timing because I have to go and pick up some boys from school want to miss him,cnfm appt
Confirm can I confirm,cnfm appt
Calls I want my TV fixed now,cnfm appt
I know how to get a cup,cnfm appt
No technician has arrived,cnfm appt
For the fourth time I want to verify just want to verify my appointment,cnfm appt
Technician please,cnfm appt
Just wanted to confirm my appointment,cnfm appt
No technician has arrived,cnfm appt
I just want to verify my appointment,cnfm appt
Where is my technician,cnfm appt
Confirming appointment,cnfm appt
I just want to make sure that he's coming tomorrow,cnfm appt
Where's my technician,cnfm appt
Yes yes I made a call Bennett home I went nonemotional,cnfm appt
Just checking to see if I had a missed call on this phone,cnfm appt
Like to get directions to the technician when they arrive,cnfm appt
I'd like to give the technician some directions when he arrives,cnfm appt
No one has shown yeah it is,cnfm appt
But I'm just confirming that the serviceman will be here in seven minutes,cnfm appt
Nope just to confirm that you will still be here,cnfm appt
That's it confirmed for one hour later,cnfm appt
Technician number,cnfm appt
Just checking to see if they were coming,cnfm appt
I just wondered very well thank you,cnfm appt
Hey service technician showed up and I'm left,cnfm appt
No that's fine I just want to confirm my appointment,cnfm appt
Correct appointment,cnfm appt
Confirmation,cnfm appt
I want to keep the appointment,cnfm appt
Just wanted to make sure they're on their way,cnfm appt
Just wondering for the time,cnfm appt
The appointment confirmed,cnfm appt
Can you please tell me when it's gonna be here exactly it's three thirteen,cnfm appt
I'm just trying to make sure he's coming,cnfm appt
Need to confirm the time,cnfm appt
Correct,cnfm appt
Supposed to be getting ready I'm here,cnfm appt
The appointment is supposed to be between one and two not 2 and 3,cnfm appt
My account verify my appointment today at six o'clock,cnfm appt
No ma'am I don't want it tomorrow,cnfm appt
The appointment date the appointment time is wrong,cnfm appt
Hello I needed to know that it has been confirmed for tomorrow,cnfm appt
I just want to confirm it leaving tomorrow,cnfm appt
I know that the the tech is,cnfm appt
Please record this is what I wanna know why this phone,cnfm appt
Thank you I just want to verify my appointment thank you,cnfm appt
I would like a technician to get to my door,cnfm appt
Please have the technician come to my door now,cnfm appt
I would like the technician to report to my door please,cnfm appt
Just confirming,cnfm appt
Just confirming,cnfm appt
Just want to confirm a date time,cnfm appt
I would just like to make sure that the appointment is all set and ready to go,cnfm appt
I just wanna make sure that my appointment is confirmed,cnfm appt
I just I'm just waiting on you,cnfm appt
I don't know I'm waiting on you,cnfm appt
I don't know you called me,cnfm appt
I'm waiting for the technician,cnfm appt
I'm just waiting,cnfm appt
I'm calling to confirm my appointment,cnfm appt
Just confirming my appointment,cnfm appt
I'm sorry I'll call you,cnfm appt
My appointment time,cnfm appt
Service call tomorrow,cnfm appt
I'm calling about the appointment nobody shut off,cnfm appt
I just want to confirm,cnfm appt
When will the technician call,cnfm appt
I just want to know if it's coming thank you very much,cnfm appt
Details,cnfm appt
Concerned about the wire that's been corrected,cnfm appt
Thank you that's what I want to know yes,cnfm appt
Verifying the appointment,cnfm appt
I just want to make sure I get my TV back before you got here,cnfm appt
I'm going to have to wait to I get an application from the ACT program,cnfm appt
I need to know what is this appointment about,cnfm appt
I was told it was at one p.m. what time are they coming,cnfm appt
Call me in ten in the morning,cnfm appt
Can you confirm the date,cnfm appt
Confirm,cnfm appt
Okay I'm calling,cnfm appt
I want to know why my service is turned off,cnfm appt
I still have no TV service oh okay two p.m.,cnfm appt
Technician is not here,cnfm appt
Technician showing up,cnfm appt
I need to verify the service that I'm getting,cnfm appt
Waiting for the technician,cnfm appt
Technician hasn't shown up,cnfm appt
Service tech isn't here,cnfm appt
I'm waiting for the technician Batmanova national,cnfm appt
About the appointment please get me to a person,cnfm appt
Yo call me I'm calling you back,cnfm appt
Moving appointment date,cnfm appt
Confirming,cnfm appt
Spectrum dispatch,cnfm appt
Yeah I know now that he's going to be here today at two eight one and two o'clock,cnfm appt
Not heard from technician call,cnfm appt
To check on a service account,cnfm appt
Just confirming a part appointment,cnfm appt
Confirmed,cnfm appt
What time,cnfm appt
Where is my technician,cnfm appt
Confirm,cnfm appt
That's all I wanted to know thank you is it on time,cnfm appt
Confirm,cnfm appt
No Mam you have a good day,cnfm appt
That's okay I just need to know the time,cnfm appt
My technician is not here,cnfm appt
What time is it,cnfm appt
They haven't showed up yet,cnfm appt
To someone,cnfm appt
Confirm,cnfm appt
What time is it,cnfm appt
Time please,cnfm appt
Confirm the time and date,cnfm appt
I'm calling to see where are going,cnfm appt
I would like to have it sooner,cnfm appt
I would like to have a restaurant while possible,cnfm appt
Confirming,cnfm appt
Nothing just making sure they're still coming,cnfm appt
Time,cnfm appt
I was just wanting to confirm the appointment,cnfm appt
Yes this is not the right appointment time time five to six p.m.,cnfm appt
Tech,cnfm appt
Verify,cnfm appt
Ppointment date,cnfm appt
Date,cnfm appt
Time,cnfm appt
The box back working,cnfm appt
I was just confirming it,cnfm appt
Supposed to be here,cnfm appt
I was just verifying that it was tomorrow at between five and six,cnfm appt
Confirmation,cnfm appt
Is the driver in route,cnfm appt
No I have not received,cnfm appt
Well I got tell you what,cnfm appt
Yes use this phone number for our confirmation on my appointment,cnfm appt
Confirm appointment,cnfm appt
What's my I want to know what my laptop,cnfm appt
That's all I needed to know,cnfm appt
Technician technician not here,cnfm appt
Just confirming appointment,cnfm appt
Can I get an updated time,cnfm appt
When they call me,cnfm appt
Because I keep having this issue with my router and I wanna know what is the recourse if this continues to happen,cnfm appt
Call me,cnfm appt
Just wanted to confirm the appointment,cnfm appt
I got a text that my service was restored and that is not correct,cnfm appt
Just a minute I mean you know this is maria making it difficult,cnfm appt
I'm right there is that I want to know where you could get it,cnfm appt
Appointment time,cnfm appt
Card technician,cnfm appt
They called me already and I was sleeping I denounces a phone,cnfm appt
Yes you can help me by calling to geyser falls on the miles I think they call me but I was sleeping out about the phone,cnfm appt
What will the technician do,cnfm appt
Hey hey hey hasn't come yet,cnfm appt
